sample_id,split,pre_path,post_path,label_path,mask_path,mask_status
sample_00085,train,data/processed/train/pre/sample_00085.tif,data/processed/train/post/sample_00085.tif,data/raw/annotations/0_32_58.geojson,data/processed/train/mask/sample_00085.png,OK
sample_00135,train,data/processed/train/pre/sample_00135.tif,data/processed/train/post/sample_00135.tif,data/raw/annotations/0_42_59.geojson,data/processed/train/mask/sample_00135.png,OK
sample_00036,train,data/processed/train/pre/sample_00036.tif,data/processed/train/post/sample_00036.tif,data/raw/annotations/0_18_65.geojson,data/processed/train/mask/sample_00036.png,OK
sample_00192,train,data/processed/train/pre/sample_00192.tif,data/processed/train/post/sample_00192.tif,data/raw/annotations/0_41_69.geojson,data/processed/train/mask/sample_00192.png,OK
sample_00061,train,data/processed/train/pre/sample_00061.tif,data/processed/train/post/sample_00061.tif,data/raw/annotations/0_33_56.geojson,data/processed/train/mask/sample_00061.png,OK
sample_00022,train,data/processed/train/pre/sample_00022.tif,data/processed/train/post/sample_00022.tif,data/raw/annotations/0_22_70.geojson,data/processed/train/mask/sample_00022.png,OK
sample_00132,train,data/processed/train/pre/sample_00132.tif,data/processed/train/post/sample_00132.tif,data/raw/annotations/0_23_68.geojson,data/processed/train/mask/sample_00132.png,OK
sample_00101,train,data/processed/train/pre/sample_00101.tif,data/processed/train/post/sample_00101.tif,data/raw/annotations/0_28_66.geojson,data/processed/train/mask/sample_00101.png,OK
sample_00033,train,data/processed/train/pre/sample_00033.tif,data/processed/train/post/sample_00033.tif,data/raw/annotations/0_21_66.geojson,data/processed/train/mask/sample_00033.png,OK
sample_00011,train,data/processed/train/pre/sample_00011.tif,data/processed/train/post/sample_00011.tif,data/raw/annotations/0_23_63.geojson,data/processed/train/mask/sample_00011.png,OK
sample_00196,train,data/processed/train/pre/sample_00196.tif,data/processed/train/post/sample_00196.tif,data/raw/annotations/0_29_63.geojson,data/processed/train/mask/sample_00196.png,OK
sample_00176,train,data/processed/train/pre/sample_00176.tif,data/processed/train/post/sample_00176.tif,data/raw/annotations/0_18_63.geojson,data/processed/train/mask/sample_00176.png,OK
sample_00006,train,data/processed/train/pre/sample_00006.tif,data/processed/train/post/sample_00006.tif,data/raw/annotations/0_45_68.geojson,data/processed/train/mask/sample_00006.png,OK
sample_00027,train,data/processed/train/pre/sample_00027.tif,data/processed/train/post/sample_00027.tif,data/raw/annotations/0_40_57.geojson,data/processed/train/mask/sample_00027.png,OK
sample_00120,train,data/processed/train/pre/sample_00120.tif,data/processed/train/post/sample_00120.tif,data/raw/annotations/0_44_69.geojson,data/processed/train/mask/sample_00120.png,OK
sample_00004,train,data/processed/train/pre/sample_00004.tif,data/processed/train/post/sample_00004.tif,data/raw/annotations/0_36_60.geojson,data/processed/train/mask/sample_00004.png,OK
sample_00032,train,data/processed/train/pre/sample_00032.tif,data/processed/train/post/sample_00032.tif,data/raw/annotations/0_37_62.geojson,data/processed/train/mask/sample_00032.png,OK
sample_00143,train,data/processed/train/pre/sample_00143.tif,data/processed/train/post/sample_00143.tif,data/raw/annotations/0_20_67.geojson,data/processed/train/mask/sample_00143.png,OK
sample_00146,train,data/processed/train/pre/sample_00146.tif,data/processed/train/post/sample_00146.tif,data/raw/annotations/0_28_60.geojson,data/processed/train/mask/sample_00146.png,OK
sample_00109,train,data/processed/train/pre/sample_00109.tif,data/processed/train/post/sample_00109.tif,data/raw/annotations/0_22_66.geojson,data/processed/train/mask/sample_00109.png,OK
sample_00145,train,data/processed/train/pre/sample_00145.tif,data/processed/train/post/sample_00145.tif,data/raw/annotations/0_40_62.geojson,data/processed/train/mask/sample_00145.png,OK
sample_00010,train,data/processed/train/pre/sample_00010.tif,data/processed/train/post/sample_00010.tif,data/raw/annotations/0_35_63.geojson,data/processed/train/mask/sample_00010.png,OK
sample_00062,train,data/processed/train/pre/sample_00062.tif,data/processed/train/post/sample_00062.tif,data/raw/annotations/0_15_66.geojson,data/processed/train/mask/sample_00062.png,OK
sample_00112,train,data/processed/train/pre/sample_00112.tif,data/processed/train/post/sample_00112.tif,data/raw/annotations/0_16_63.geojson,data/processed/train/mask/sample_00112.png,OK
sample_00147,train,data/processed/train/pre/sample_00147.tif,data/processed/train/post/sample_00147.tif,data/raw/annotations/0_30_61.geojson,data/processed/train/mask/sample_00147.png,OK
sample_00167,train,data/processed/train/pre/sample_00167.tif,data/processed/train/post/sample_00167.tif,data/raw/annotations/0_25_67.geojson,data/processed/train/mask/sample_00167.png,OK
sample_00000,train,data/processed/train/pre/sample_00000.tif,data/processed/train/post/sample_00000.tif,data/raw/annotations/0_41_59.geojson,data/processed/train/mask/sample_00000.png,OK
sample_00181,train,data/processed/train/pre/sample_00181.tif,data/processed/train/post/sample_00181.tif,data/raw/annotations/0_15_65.geojson,data/processed/train/mask/sample_00181.png,OK
sample_00154,train,data/processed/train/pre/sample_00154.tif,data/processed/train/post/sample_00154.tif,data/raw/annotations/0_35_61.geojson,data/processed/train/mask/sample_00154.png,OK
sample_00070,train,data/processed/train/pre/sample_00070.tif,data/processed/train/post/sample_00070.tif,data/raw/annotations/0_31_69.geojson,data/processed/train/mask/sample_00070.png,OK
sample_00124,train,data/processed/train/pre/sample_00124.tif,data/processed/train/post/sample_00124.tif,data/raw/annotations/0_36_59.geojson,data/processed/train/mask/sample_00124.png,OK
sample_00064,train,data/processed/train/pre/sample_00064.tif,data/processed/train/post/sample_00064.tif,data/raw/annotations/0_30_59.geojson,data/processed/train/mask/sample_00064.png,OK
sample_00044,train,data/processed/train/pre/sample_00044.tif,data/processed/train/post/sample_00044.tif,data/raw/annotations/0_29_61.geojson,data/processed/train/mask/sample_00044.png,OK
sample_00142,train,data/processed/train/pre/sample_00142.tif,data/processed/train/post/sample_00142.tif,data/raw/annotations/0_45_63.geojson,data/processed/train/mask/sample_00142.png,OK
sample_00028,train,data/processed/train/pre/sample_00028.tif,data/processed/train/post/sample_00028.tif,data/raw/annotations/0_15_63.geojson,data/processed/train/mask/sample_00028.png,OK
sample_00040,train,data/processed/train/pre/sample_00040.tif,data/processed/train/post/sample_00040.tif,data/raw/annotations/0_28_59.geojson,data/processed/train/mask/sample_00040.png,OK
sample_00108,train,data/processed/train/pre/sample_00108.tif,data/processed/train/post/sample_00108.tif,data/raw/annotations/0_34_62.geojson,data/processed/train/mask/sample_00108.png,OK
sample_00156,train,data/processed/train/pre/sample_00156.tif,data/processed/train/post/sample_00156.tif,data/raw/annotations/0_23_65.geojson,data/processed/train/mask/sample_00156.png,OK
sample_00123,train,data/processed/train/pre/sample_00123.tif,data/processed/train/post/sample_00123.tif,data/raw/annotations/0_24_68.geojson,data/processed/train/mask/sample_00123.png,OK
sample_00180,train,data/processed/train/pre/sample_00180.tif,data/processed/train/post/sample_00180.tif,data/raw/annotations/0_44_68.geojson,data/processed/train/mask/sample_00180.png,OK
sample_00025,train,data/processed/train/pre/sample_00025.tif,data/processed/train/post/sample_00025.tif,data/raw/annotations/0_33_61.geojson,data/processed/train/mask/sample_00025.png,OK
sample_00023,train,data/processed/train/pre/sample_00023.tif,data/processed/train/post/sample_00023.tif,data/raw/annotations/0_25_69.geojson,data/processed/train/mask/sample_00023.png,OK
sample_00152,train,data/processed/train/pre/sample_00152.tif,data/processed/train/post/sample_00152.tif,data/raw/annotations/0_28_68.geojson,data/processed/train/mask/sample_00152.png,OK
sample_00148,train,data/processed/train/pre/sample_00148.tif,data/processed/train/post/sample_00148.tif,data/raw/annotations/0_28_64.geojson,data/processed/train/mask/sample_00148.png,OK
sample_00081,train,data/processed/train/pre/sample_00081.tif,data/processed/train/post/sample_00081.tif,data/raw/annotations/0_45_69.geojson,data/processed/train/mask/sample_00081.png,OK
sample_00039,train,data/processed/train/pre/sample_00039.tif,data/processed/train/post/sample_00039.tif,data/raw/annotations/0_22_65.geojson,data/processed/train/mask/sample_00039.png,OK
sample_00170,train,data/processed/train/pre/sample_00170.tif,data/processed/train/post/sample_00170.tif,data/raw/annotations/0_30_68.geojson,data/processed/train/mask/sample_00170.png,OK
sample_00047,train,data/processed/train/pre/sample_00047.tif,data/processed/train/post/sample_00047.tif,data/raw/annotations/0_35_59.geojson,data/processed/train/mask/sample_00047.png,OK
sample_00094,train,data/processed/train/pre/sample_00094.tif,data/processed/train/post/sample_00094.tif,data/raw/annotations/0_23_62.geojson,data/processed/train/mask/sample_00094.png,OK
sample_00155,train,data/processed/train/pre/sample_00155.tif,data/processed/train/post/sample_00155.tif,data/raw/annotations/0_17_68.geojson,data/processed/train/mask/sample_00155.png,OK
sample_00043,train,data/processed/train/pre/sample_00043.tif,data/processed/train/post/sample_00043.tif,data/raw/annotations/0_42_60.geojson,data/processed/train/mask/sample_00043.png,OK
sample_00139,train,data/processed/train/pre/sample_00139.tif,data/processed/train/post/sample_00139.tif,data/raw/annotations/0_45_67.geojson,data/processed/train/mask/sample_00139.png,OK
sample_00003,train,data/processed/train/pre/sample_00003.tif,data/processed/train/post/sample_00003.tif,data/raw/annotations/0_38_61.geojson,data/processed/train/mask/sample_00003.png,OK
sample_00105,train,data/processed/train/pre/sample_00105.tif,data/processed/train/post/sample_00105.tif,data/raw/annotations/0_40_68.geojson,data/processed/train/mask/sample_00105.png,OK
sample_00053,train,data/processed/train/pre/sample_00053.tif,data/processed/train/post/sample_00053.tif,data/raw/annotations/0_24_67.geojson,data/processed/train/mask/sample_00053.png,OK
sample_00133,train,data/processed/train/pre/sample_00133.tif,data/processed/train/post/sample_00133.tif,data/raw/annotations/0_35_68.geojson,data/processed/train/mask/sample_00133.png,OK
sample_00182,train,data/processed/train/pre/sample_00182.tif,data/processed/train/post/sample_00182.tif,data/raw/annotations/0_21_68.geojson,data/processed/train/mask/sample_00182.png,OK
sample_00158,train,data/processed/train/pre/sample_00158.tif,data/processed/train/post/sample_00158.tif,data/raw/annotations/0_42_58.geojson,data/processed/train/mask/sample_00158.png,OK
sample_00187,train,data/processed/train/pre/sample_00187.tif,data/processed/train/post/sample_00187.tif,data/raw/annotations/0_15_69.geojson,data/processed/train/mask/sample_00187.png,OK
sample_00049,train,data/processed/train/pre/sample_00049.tif,data/processed/train/post/sample_00049.tif,data/raw/annotations/0_27_68.geojson,data/processed/train/mask/sample_00049.png,OK
sample_00080,train,data/processed/train/pre/sample_00080.tif,data/processed/train/post/sample_00080.tif,data/raw/annotations/0_32_62.geojson,data/processed/train/mask/sample_00080.png,OK
sample_00034,train,data/processed/train/pre/sample_00034.tif,data/processed/train/post/sample_00034.tif,data/raw/annotations/0_22_69.geojson,data/processed/train/mask/sample_00034.png,OK
sample_00007,train,data/processed/train/pre/sample_00007.tif,data/processed/train/post/sample_00007.tif,data/raw/annotations/0_20_68.geojson,data/processed/train/mask/sample_00007.png,OK
sample_00110,train,data/processed/train/pre/sample_00110.tif,data/processed/train/post/sample_00110.tif,data/raw/annotations/0_22_62.geojson,data/processed/train/mask/sample_00110.png,OK
sample_00091,train,data/processed/train/pre/sample_00091.tif,data/processed/train/post/sample_00091.tif,data/raw/annotations/0_19_66.geojson,data/processed/train/mask/sample_00091.png,OK
sample_00083,train,data/processed/train/pre/sample_00083.tif,data/processed/train/post/sample_00083.tif,data/raw/annotations/0_41_58.geojson,data/processed/train/mask/sample_00083.png,OK
sample_00178,train,data/processed/train/pre/sample_00178.tif,data/processed/train/post/sample_00178.tif,data/raw/annotations/0_22_63.geojson,data/processed/train/mask/sample_00178.png,OK
sample_00183,train,data/processed/train/pre/sample_00183.tif,data/processed/train/post/sample_00183.tif,data/raw/annotations/0_39_69.geojson,data/processed/train/mask/sample_00183.png,OK
sample_00089,train,data/processed/train/pre/sample_00089.tif,data/processed/train/post/sample_00089.tif,data/raw/annotations/0_31_57.geojson,data/processed/train/mask/sample_00089.png,OK
sample_00008,train,data/processed/train/pre/sample_00008.tif,data/processed/train/post/sample_00008.tif,data/raw/annotations/0_38_69.geojson,data/processed/train/mask/sample_00008.png,OK
sample_00013,train,data/processed/train/pre/sample_00013.tif,data/processed/train/post/sample_00013.tif,data/raw/annotations/0_19_63.geojson,data/processed/train/mask/sample_00013.png,OK
sample_00059,train,data/processed/train/pre/sample_00059.tif,data/processed/train/post/sample_00059.tif,data/raw/annotations/0_44_63.geojson,data/processed/train/mask/sample_00059.png,OK
sample_00173,train,data/processed/train/pre/sample_00173.tif,data/processed/train/post/sample_00173.tif,data/raw/annotations/0_15_70.geojson,data/processed/train/mask/sample_00173.png,OK
sample_00131,train,data/processed/train/pre/sample_00131.tif,data/processed/train/post/sample_00131.tif,data/raw/annotations/0_29_66.geojson,data/processed/train/mask/sample_00131.png,OK
sample_00017,train,data/processed/train/pre/sample_00017.tif,data/processed/train/post/sample_00017.tif,data/raw/annotations/0_30_62.geojson,data/processed/train/mask/sample_00017.png,OK
sample_00072,train,data/processed/train/pre/sample_00072.tif,data/processed/train/post/sample_00072.tif,data/raw/annotations/0_42_61.geojson,data/processed/train/mask/sample_00072.png,OK
sample_00177,train,data/processed/train/pre/sample_00177.tif,data/processed/train/post/sample_00177.tif,data/raw/annotations/0_18_67.geojson,data/processed/train/mask/sample_00177.png,OK
sample_00134,train,data/processed/train/pre/sample_00134.tif,data/processed/train/post/sample_00134.tif,data/raw/annotations/0_35_60.geojson,data/processed/train/mask/sample_00134.png,OK
sample_00168,train,data/processed/train/pre/sample_00168.tif,data/processed/train/post/sample_00168.tif,data/raw/annotations/0_26_68.geojson,data/processed/train/mask/sample_00168.png,OK
sample_00185,train,data/processed/train/pre/sample_00185.tif,data/processed/train/post/sample_00185.tif,data/raw/annotations/0_39_61.geojson,data/processed/train/mask/sample_00185.png,OK
sample_00063,train,data/processed/train/pre/sample_00063.tif,data/processed/train/post/sample_00063.tif,data/raw/annotations/0_18_68.geojson,data/processed/train/mask/sample_00063.png,OK
sample_00054,train,data/processed/train/pre/sample_00054.tif,data/processed/train/post/sample_00054.tif,data/raw/annotations/0_32_63.geojson,data/processed/train/mask/sample_00054.png,OK
sample_00107,train,data/processed/train/pre/sample_00107.tif,data/processed/train/post/sample_00107.tif,data/raw/annotations/0_25_68.geojson,data/processed/train/mask/sample_00107.png,OK
sample_00050,train,data/processed/train/pre/sample_00050.tif,data/processed/train/post/sample_00050.tif,data/raw/annotations/0_29_69.geojson,data/processed/train/mask/sample_00050.png,OK
sample_00198,train,data/processed/train/pre/sample_00198.tif,data/processed/train/post/sample_00198.tif,data/raw/annotations/0_31_62.geojson,data/processed/train/mask/sample_00198.png,OK
sample_00169,train,data/processed/train/pre/sample_00169.tif,data/processed/train/post/sample_00169.tif,data/raw/annotations/0_43_68.geojson,data/processed/train/mask/sample_00169.png,OK
sample_00058,train,data/processed/train/pre/sample_00058.tif,data/processed/train/post/sample_00058.tif,data/raw/annotations/0_39_66.geojson,data/processed/train/mask/sample_00058.png,OK
sample_00048,train,data/processed/train/pre/sample_00048.tif,data/processed/train/post/sample_00048.tif,data/raw/annotations/0_29_65.geojson,data/processed/train/mask/sample_00048.png,OK
sample_00088,train,data/processed/train/pre/sample_00088.tif,data/processed/train/post/sample_00088.tif,data/raw/annotations/0_17_67.geojson,data/processed/train/mask/sample_00088.png,OK
sample_00021,train,data/processed/train/pre/sample_00021.tif,data/processed/train/post/sample_00021.tif,data/raw/annotations/0_40_69.geojson,data/processed/train/mask/sample_00021.png,OK
sample_00057,train,data/processed/train/pre/sample_00057.tif,data/processed/train/post/sample_00057.tif,data/raw/annotations/0_37_67.geojson,data/processed/train/mask/sample_00057.png,OK
sample_00160,train,data/processed/train/pre/sample_00160.tif,data/processed/train/post/sample_00160.tif,data/raw/annotations/0_24_70.geojson,data/processed/train/mask/sample_00160.png,OK
sample_00194,train,data/processed/train/pre/sample_00194.tif,data/processed/train/post/sample_00194.tif,data/raw/annotations/0_32_69.geojson,data/processed/train/mask/sample_00194.png,OK
sample_00129,train,data/processed/train/pre/sample_00129.tif,data/processed/train/post/sample_00129.tif,data/raw/annotations/0_31_67.geojson,data/processed/train/mask/sample_00129.png,OK
sample_00037,train,data/processed/train/pre/sample_00037.tif,data/processed/train/post/sample_00037.tif,data/raw/annotations/0_34_61.geojson,data/processed/train/mask/sample_00037.png,OK
sample_00157,train,data/processed/train/pre/sample_00157.tif,data/processed/train/post/sample_00157.tif,data/raw/annotations/0_29_59.geojson,data/processed/train/mask/sample_00157.png,OK
sample_00190,train,data/processed/train/pre/sample_00190.tif,data/processed/train/post/sample_00190.tif,data/raw/annotations/0_41_61.geojson,data/processed/train/mask/sample_00190.png,OK
sample_00001,train,data/processed/train/pre/sample_00001.tif,data/processed/train/post/sample_00001.tif,data/raw/annotations/0_45_64.geojson,data/processed/train/mask/sample_00001.png,OK
sample_00052,train,data/processed/train/pre/sample_00052.tif,data/processed/train/post/sample_00052.tif,data/raw/annotations/0_41_63.geojson,data/processed/train/mask/sample_00052.png,OK
sample_00149,train,data/processed/train/pre/sample_00149.tif,data/processed/train/post/sample_00149.tif,data/raw/annotations/0_26_69.geojson,data/processed/train/mask/sample_00149.png,OK
sample_00130,train,data/processed/train/pre/sample_00130.tif,data/processed/train/post/sample_00130.tif,data/raw/annotations/0_27_63.geojson,data/processed/train/mask/sample_00130.png,OK
sample_00151,train,data/processed/train/pre/sample_00151.tif,data/processed/train/post/sample_00151.tif,data/raw/annotations/0_43_69.geojson,data/processed/train/mask/sample_00151.png,OK
sample_00103,train,data/processed/train/pre/sample_00103.tif,data/processed/train/post/sample_00103.tif,data/raw/annotations/0_37_59.geojson,data/processed/train/mask/sample_00103.png,OK
sample_00099,train,data/processed/train/pre/sample_00099.tif,data/processed/train/post/sample_00099.tif,data/raw/annotations/0_30_67.geojson,data/processed/train/mask/sample_00099.png,OK
sample_00116,train,data/processed/train/pre/sample_00116.tif,data/processed/train/post/sample_00116.tif,data/raw/annotations/0_37_61.geojson,data/processed/train/mask/sample_00116.png,OK
sample_00087,train,data/processed/train/pre/sample_00087.tif,data/processed/train/post/sample_00087.tif,data/raw/annotations/0_20_65.geojson,data/processed/train/mask/sample_00087.png,OK
sample_00074,train,data/processed/train/pre/sample_00074.tif,data/processed/train/post/sample_00074.tif,data/raw/annotations/0_31_65.geojson,data/processed/train/mask/sample_00074.png,OK
sample_00121,train,data/processed/train/pre/sample_00121.tif,data/processed/train/post/sample_00121.tif,data/raw/annotations/0_30_70.geojson,data/processed/train/mask/sample_00121.png,OK
sample_00201,train,data/processed/train/pre/sample_00201.tif,data/processed/train/post/sample_00201.tif,data/raw/annotations/0_29_67.geojson,data/processed/train/mask/sample_00201.png,OK
sample_00020,train,data/processed/train/pre/sample_00020.tif,data/processed/train/post/sample_00020.tif,data/raw/annotations/0_28_67.geojson,data/processed/train/mask/sample_00020.png,OK
sample_00188,train,data/processed/train/pre/sample_00188.tif,data/processed/train/post/sample_00188.tif,data/raw/annotations/0_32_65.geojson,data/processed/train/mask/sample_00188.png,OK
sample_00071,train,data/processed/train/pre/sample_00071.tif,data/processed/train/post/sample_00071.tif,data/raw/annotations/0_29_60.geojson,data/processed/train/mask/sample_00071.png,OK
sample_00106,train,data/processed/train/pre/sample_00106.tif,data/processed/train/post/sample_00106.tif,data/raw/annotations/0_33_68.geojson,data/processed/train/mask/sample_00106.png,OK
sample_00014,train,data/processed/train/pre/sample_00014.tif,data/processed/train/post/sample_00014.tif,data/raw/annotations/0_19_67.geojson,data/processed/train/mask/sample_00014.png,OK
sample_00092,train,data/processed/train/pre/sample_00092.tif,data/processed/train/post/sample_00092.tif,data/raw/annotations/0_35_62.geojson,data/processed/train/mask/sample_00092.png,OK
sample_00179,train,data/processed/train/pre/sample_00179.tif,data/processed/train/post/sample_00179.tif,data/raw/annotations/0_37_68.geojson,data/processed/train/mask/sample_00179.png,OK
sample_00102,train,data/processed/train/pre/sample_00102.tif,data/processed/train/post/sample_00102.tif,data/raw/annotations/0_16_70.geojson,data/processed/train/mask/sample_00102.png,OK
sample_00136,val,data/processed/val/pre/sample_00136.tif,data/processed/val/post/sample_00136.tif,data/raw/annotations/0_19_68.geojson,data/processed/val/mask/sample_00136.png,OK
sample_00084,val,data/processed/val/pre/sample_00084.tif,data/processed/val/post/sample_00084.tif,data/raw/annotations/0_38_60.geojson,data/processed/val/mask/sample_00084.png,OK
sample_00065,val,data/processed/val/pre/sample_00065.tif,data/processed/val/post/sample_00065.tif,data/raw/annotations/0_34_68.geojson,data/processed/val/mask/sample_00065.png,OK
sample_00024,val,data/processed/val/pre/sample_00024.tif,data/processed/val/post/sample_00024.tif,data/raw/annotations/0_40_61.geojson,data/processed/val/mask/sample_00024.png,OK
sample_00150,val,data/processed/val/pre/sample_00150.tif,data/processed/val/post/sample_00150.tif,data/raw/annotations/0_37_70.geojson,data/processed/val/mask/sample_00150.png,OK
sample_00055,val,data/processed/val/pre/sample_00055.tif,data/processed/val/post/sample_00055.tif,data/raw/annotations/0_21_63.geojson,data/processed/val/mask/sample_00055.png,OK
sample_00117,val,data/processed/val/pre/sample_00117.tif,data/processed/val/post/sample_00117.tif,data/raw/annotations/0_21_65.geojson,data/processed/val/mask/sample_00117.png,OK
sample_00141,val,data/processed/val/pre/sample_00141.tif,data/processed/val/post/sample_00141.tif,data/raw/annotations/0_38_62.geojson,data/processed/val/mask/sample_00141.png,OK
sample_00138,val,data/processed/val/pre/sample_00138.tif,data/processed/val/post/sample_00138.tif,data/raw/annotations/0_32_56.geojson,data/processed/val/mask/sample_00138.png,OK
sample_00140,val,data/processed/val/pre/sample_00140.tif,data/processed/val/post/sample_00140.tif,data/raw/annotations/0_20_63.geojson,data/processed/val/mask/sample_00140.png,OK
sample_00197,val,data/processed/val/pre/sample_00197.tif,data/processed/val/post/sample_00197.tif,data/raw/annotations/0_42_62.geojson,data/processed/val/mask/sample_00197.png,OK
sample_00015,val,data/processed/val/pre/sample_00015.tif,data/processed/val/post/sample_00015.tif,data/raw/annotations/0_28_63.geojson,data/processed/val/mask/sample_00015.png,OK
sample_00016,val,data/processed/val/pre/sample_00016.tif,data/processed/val/post/sample_00016.tif,data/raw/annotations/0_43_62.geojson,data/processed/val/mask/sample_00016.png,OK
sample_00030,val,data/processed/val/pre/sample_00030.tif,data/processed/val/post/sample_00030.tif,data/raw/annotations/0_39_63.geojson,data/processed/val/mask/sample_00030.png,OK
sample_00144,val,data/processed/val/pre/sample_00144.tif,data/processed/val/post/sample_00144.tif,data/raw/annotations/0_25_62.geojson,data/processed/val/mask/sample_00144.png,OK
sample_00076,val,data/processed/val/pre/sample_00076.tif,data/processed/val/post/sample_00076.tif,data/raw/annotations/0_32_66.geojson,data/processed/val/mask/sample_00076.png,OK
sample_00104,val,data/processed/val/pre/sample_00104.tif,data/processed/val/post/sample_00104.tif,data/raw/annotations/0_40_60.geojson,data/processed/val/mask/sample_00104.png,OK
sample_00093,val,data/processed/val/pre/sample_00093.tif,data/processed/val/post/sample_00093.tif,data/raw/annotations/0_23_66.geojson,data/processed/val/mask/sample_00093.png,OK
sample_00114,val,data/processed/val/pre/sample_00114.tif,data/processed/val/post/sample_00114.tif,data/raw/annotations/0_40_58.geojson,data/processed/val/mask/sample_00114.png,OK
sample_00066,val,data/processed/val/pre/sample_00066.tif,data/processed/val/post/sample_00066.tif,data/raw/annotations/0_45_70.geojson,data/processed/val/mask/sample_00066.png,OK
sample_00184,val,data/processed/val/pre/sample_00184.tif,data/processed/val/post/sample_00184.tif,data/raw/annotations/0_40_59.geojson,data/processed/val/mask/sample_00184.png,OK
sample_00082,val,data/processed/val/pre/sample_00082.tif,data/processed/val/post/sample_00082.tif,data/raw/annotations/0_38_68.geojson,data/processed/val/mask/sample_00082.png,OK
sample_00171,val,data/processed/val/pre/sample_00171.tif,data/processed/val/post/sample_00171.tif,data/raw/annotations/0_28_61.geojson,data/processed/val/mask/sample_00171.png,OK
